City,Country,Date,Latitude,Longitude,Humidity,Pressure,Max_Temp,Cloudiness,Wind_Speed
Caravelas,BR,2020-06-16 17:36:13,-17.71,-39.25,73,1021,77.5,19,4.98
Hualmay,PE,2020-06-16 17:36:13,-11.1,-77.61,67,1016,68.11,14,5.22
Lora del Río,ES,2020-06-16 17:36:13,37.66,-5.53,54,1016,82.0,50,4.02
Tsogni,GA,2020-06-16 17:36:13,-2.79,10.1,88,1013,73.63,97,2.01
Kurumkan,RU,2020-06-16 17:36:13,54.3,110.3,74,1005,58.78,86,1.49
Kon Tum,VN,2020-06-16 17:36:13,14.35,108.0,93,1010,70.93,100,0.07
Tautira,PF,2020-06-16 17:26:55,-17.73,-149.15,78,1011,80.6,40,6.2
Alekseyevka,RU,2020-06-16 17:36:14,50.63,38.69,74,1016,65.93,4,4.68
Batagay-Alyta,RU,2020-06-16 17:36:14,67.8,130.41,70,1006,55.51,52,2.1
Mezhdurechensk,RU,2020-06-16 17:36:14,53.69,88.06,85,1013,46.22,4,1.09
Evanton,GB,2020-06-16 17:36:14,57.66,-4.34,77,1014,66.2,40,3.6
Hondomachi-hondo,JP,2020-06-16 17:36:15,32.45,130.2,83,1005,73.0,100,3.58
Baharly,TM,2020-06-16 17:36:15,38.44,57.43,21,1008,91.69,37,2.01
Artigas,UY,2020-06-16 17:36:15,-30.4,-56.47,78,1016,74.34,61,6.91
Limbang,MY,2020-06-16 17:36:15,4.75,115.0,94,1009,78.8,75,1.0
Tamandaré,BR,2020-06-16 17:36:15,-8.76,-35.1,76,1016,79.56,37,5.78
Bollnäs,SE,2020-06-16 17:36:15,61.35,16.39,54,1016,64.94,44,3.7
Sirte,LY,2020-06-16 17:26:23,31.21,16.59,72,1016,73.06,0,6.39
Forsytheganj,BY,2020-06-16 17:36:16,52.63,29.73,85,1012,70.48,4,3.47
Ponta do Sol,PT,2020-06-16 17:36:16,32.67,-17.1,94,1022,69.8,40,3.1
Kamenka,RU,2020-06-16 17:26:33,51.32,42.77,44,1009,75.0,0,0.45
Silva Jardim,BR,2020-06-16 17:36:16,-22.65,-42.39,64,1026,75.2,40,3.6
Bengkulu,ID,2020-06-16 17:36:16,-3.8,102.27,89,1011,77.59,100,2.98
Nantucket,US,2020-06-16 17:24:27,41.28,-70.1,56,1029,69.8,1,7.7
Shiyan,CN,2020-06-16 17:36:17,32.65,110.78,89,1002,67.15,100,2.48
Lishan,CN,2020-06-16 17:36:17,31.86,113.3,93,1000,73.53,99,3.05
Maniitsoq,GL,2020-06-16 17:36:17,65.42,-52.9,96,1010,35.01,100,7.69
Belle Fourche,US,2020-06-16 17:33:05,44.67,-103.85,13,1003,89.01,100,5.81
Sørland,NO,2020-06-16 17:36:18,67.67,12.69,76,1021,51.8,6,4.1
Sampit,ID,2020-06-16 17:36:18,-2.53,112.95,96,1009,74.66,19,1.16
Nhulunbuy,AU,2020-06-16 17:36:18,-12.23,136.77,83,1013,77.0,75,5.7
Nanortalik,GL,2020-06-16 17:36:18,60.14,-45.24,88,1012,39.25,100,4.72
Ilhabela,BR,2020-06-16 17:36:18,-23.78,-45.36,77,1025,71.8,14,4.93
Troina,IT,2020-06-16 17:36:18,37.79,14.6,69,1013,78.8,20,6.2
Sambava,MG,2020-06-16 17:36:18,-14.27,50.17,85,1019,71.28,87,6.14
Barabinsk,RU,2020-06-16 17:36:19,55.36,78.36,85,1014,47.88,10,1.18
Okato,NZ,2020-06-16 17:36:19,-39.2,173.88,93,1026,57.99,100,5.81
Tacoronte,ES,2020-06-16 17:36:19,28.48,-16.41,53,1024,77.0,86,13.4
Agüimes,ES,2020-06-16 17:36:19,27.91,-15.45,57,1021,81.0,43,13.9
Den Helder,NL,2020-06-16 17:35:54,52.96,4.76,72,1014,66.2,90,2.1
Ambikāpur,IN,2020-06-16 17:36:20,23.12,83.2,85,999,78.26,100,1.81
Eyrarbakki,IS,2020-06-16 17:36:20,63.86,-21.15,66,1018,50.0,20,5.1
Goba,ET,2020-06-16 17:36:20,7.02,39.98,82,1015,51.78,2,1.62
Arlit,NE,2020-06-16 17:36:20,18.74,7.39,7,1006,106.39,0,7.3
Hayrabolu,TR,2020-06-16 17:36:20,41.21,27.11,83,1007,71.6,40,5.1
Kavieng,PG,2020-06-16 17:36:20,-2.57,150.8,69,1008,83.82,85,3.83
Normandin,CA,2020-06-16 17:36:20,48.83,-72.53,24,1024,80.6,75,4.1
Himatnagar,IN,2020-06-16 17:36:21,23.6,72.95,79,999,89.6,40,5.7
General Roca,AR,2020-06-16 17:36:21,-39.03,-67.58,61,1013,46.4,100,1.0
Vetluga,RU,2020-06-16 17:36:21,57.86,45.78,93,1015,63.82,60,2.29
Howell,US,2020-06-16 17:36:21,42.61,-83.93,53,1028,82.0,40,2.1
Arrondissement de Foix,FR,2020-06-16 17:36:21,42.83,1.58,93,1018,57.0,100,0.97
Port Macquarie,AU,2020-06-16 17:31:41,-31.43,152.92,100,1026,48.0,1,2.1
Roald,NO,2020-06-16 17:36:22,62.58,6.13,82,1016,66.99,50,4.6
Plyussa,RU,2020-06-16 17:36:22,58.43,29.37,87,1014,70.63,66,0.67
Rūdbār,AF,2020-06-16 17:36:22,30.15,62.6,9,995,95.94,0,4.14
Samarai,PG,2020-06-16 17:36:22,-10.62,150.67,82,1010,79.66,99,9.07
Nānākuli,US,2020-06-16 17:35:12,21.39,-158.15,88,1019,73.4,1,2.1
Ambulu,ID,2020-06-16 17:36:22,-8.35,113.61,87,1011,75.79,25,2.25
Yangi Marg`ilon,UZ,2020-06-16 17:36:23,40.43,71.72,28,1005,80.6,20,6.2
Zalari,RU,2020-06-16 17:36:23,53.56,102.51,85,1014,51.66,52,3.46
Katsuura,JP,2020-06-16 17:36:23,35.13,140.3,73,1003,71.6,2,4.6
Vágur,FO,2020-06-16 17:36:23,61.47,-6.81,95,1016,51.01,100,0.95
Westport,US,2020-06-16 17:36:24,41.14,-73.36,53,1029,77.0,1,4.6
Waingapu,ID,2020-06-16 17:26:57,-9.66,120.26,83,1012,76.89,64,4.94
Bousso,TD,2020-06-16 17:36:24,10.48,16.71,34,1005,94.17,51,2.28
Tubualá,PA,2020-06-16 17:36:24,9.52,-79.03,79,1012,89.01,40,3.1
Pierre,US,2020-06-16 17:35:02,44.37,-100.35,45,1008,88.0,1,8.2
Zlobin,HR,2020-06-16 17:36:24,45.29,14.65,41,1010,77.0,20,2.6
Fare,PF,2020-06-16 17:36:25,-16.7,-151.02,80,1013,80.6,59,6.51
Qena,EG,2020-06-16 17:36:25,26.16,32.72,22,1004,98.6,0,4.37
Chegutu,ZW,2020-06-16 17:36:25,-18.13,30.14,56,1025,54.19,0,3.89
Saint Anthony,US,2020-06-16 17:35:52,45.02,-93.22,42,1019,87.01,1,5.1
Assomada,CV,2020-06-16 17:36:25,15.1,-23.68,66,1013,86.0,20,4.1
Ghanzi,BW,2020-06-16 17:36:25,-21.57,21.78,41,1024,52.54,0,2.57
Dunda,TZ,2020-06-16 17:36:25,-8.12,34.25,62,1019,59.79,10,1.78
San Vicente,AR,2020-06-16 17:36:26,-26.62,-54.13,56,1018,75.45,15,3.01
Olecko,PL,2020-06-16 17:36:26,54.03,22.51,82,1013,64.62,55,1.91
Moerai,PF,2020-06-16 17:36:26,-22.43,-151.33,82,1018,66.69,99,10.15
Meadow Lake,US,2020-06-16 17:36:26,34.8,-106.54,27,1022,84.0,20,3.6
Lexington,US,2020-06-16 17:32:03,37.99,-84.48,53,1026,75.99,1,6.2
Tambura,SS,2020-06-16 17:36:27,5.6,27.47,92,1011,71.58,99,1.53
Kaeo,NZ,2020-06-16 17:36:27,-35.1,173.78,3,1028,57.99,3,1.34
Salalah,OM,2020-06-16 17:36:27,17.02,54.09,79,1000,87.8,75,3.6
Bubaque,GW,2020-06-16 17:36:27,11.28,-15.83,86,1011,81.28,37,7.24
Riachão das Neves,BR,2020-06-16 17:36:27,-11.75,-44.91,38,1016,85.06,4,4.04
Kurayoshi,JP,2020-06-16 17:36:27,35.43,133.82,93,1006,64.4,75,2.1
Muhafazat Lahij,YE,2020-06-16 17:36:28,13.17,44.58,39,1005,91.18,100,2.14
Bonnyville,CA,2020-06-16 17:36:28,54.27,-110.73,48,1009,64.4,20,5.7
Goma,CD,2020-06-16 17:36:28,-1.68,29.22,68,1021,69.8,40,4.1
Korla,CN,2020-06-16 17:36:28,41.76,86.15,49,1004,82.0,37,0.45
Hohhot,CN,2020-06-16 17:36:28,40.81,111.65,25,1007,75.2,40,1.0
Mackay,AU,2020-06-16 17:36:28,-21.15,149.2,88,1020,68.0,90,3.1
Suntar,RU,2020-06-16 17:36:29,62.14,117.63,92,1002,58.53,98,2.34
Kirkwood,US,2020-06-16 17:32:48,38.58,-90.41,34,1025,82.0,20,2.6
Luanda,AO,2020-06-16 17:32:18,-8.84,13.23,83,1011,75.2,40,3.1
Fortuna,US,2020-06-16 17:36:29,40.6,-124.16,72,1020,62.01,75,3.6
Deming,US,2020-06-16 17:36:29,32.27,-107.76,28,1020,82.4,1,3.6
Deep River,CA,2020-06-16 17:33:14,46.1,-77.5,46,1028,75.99,1,3.6
Yerofey Pavlovich,RU,2020-06-16 17:36:30,53.97,121.97,77,1008,47.8,9,2.15
Tricase,IT,2020-06-16 17:36:30,39.93,18.36,88,1011,69.01,75,2.1
Burnie,AU,2020-06-16 17:36:30,-41.07,145.92,74,1016,43.0,0,0.45
Tokur,RU,2020-06-16 17:36:30,53.13,132.9,91,1010,36.99,98,1.38
Cochrane,CA,2020-06-16 17:34:06,51.18,-114.47,44,1013,57.99,90,3.6
Mitú,CO,2020-06-16 17:36:31,1.2,-70.17,48,1011,90.09,32,1.44
Nemuro,JP,2020-06-16 17:36:31,43.32,145.57,99,1001,54.34,100,3.77
Northam,GB,2020-06-16 17:26:52,51.03,-4.22,85,1013,66.0,85,0.89
Tilichiki,RU,2020-06-16 17:36:31,60.47,166.1,84,1013,42.21,0,1.88
Novo Aripuanã,BR,2020-06-16 17:36:31,-5.12,-60.38,51,1010,90.05,21,1.37
Sibay,RU,2020-06-16 17:36:31,52.72,58.67,60,1018,58.64,29,1.61
Strakonice,CZ,2020-06-16 17:36:32,49.26,13.9,74,1006,70.0,77,1.66
Xalapa,MX,2020-06-16 17:35:05,19.53,-96.92,57,1017,75.56,4,2.3
Dongning,CN,2020-06-16 17:36:32,44.06,131.12,80,1000,59.09,43,2.27
Levelland,US,2020-06-16 17:36:32,33.59,-102.38,42,1021,86.0,40,7.7
Skibbereen,IE,2020-06-16 17:36:32,51.55,-9.27,77,1015,62.6,40,6.2
Khorixas,NA,2020-06-16 17:36:32,-20.37,14.97,30,1018,67.26,0,4.82
Lerwick,GB,2020-06-16 17:36:33,60.15,-1.15,93,1016,60.8,0,3.6
San Angelo,US,2020-06-16 17:33:36,31.46,-100.44,40,1020,89.01,1,6.7
Sisimiut,GL,2020-06-16 17:36:33,66.94,-53.67,74,1009,38.86,100,2.76
Partenit,UA,2020-06-16 17:36:33,44.58,34.34,84,1009,67.53,18,2.7
Zhangjiakou Shi Xuanhua Qu,CN,2020-06-16 17:36:33,40.61,115.04,33,1005,74.21,92,1.54
Alyangula,AU,2020-06-16 17:36:33,-13.85,136.42,94,1014,69.8,1,6.58
Labuhan,ID,2020-06-16 17:36:34,-6.88,112.21,82,1011,77.76,0,3.18
Araouane,ML,2020-06-16 17:36:34,18.9,-3.53,6,1005,111.2,26,2.82
Clyde River,CA,2020-06-16 17:36:34,70.47,-68.59,74,1013,35.6,75,2.6
Ilulissat,GL,2020-06-16 17:36:34,69.22,-51.1,45,1006,44.6,40,3.1
Saint-Gabriel,CA,2020-06-16 17:36:34,46.3,-73.38,3,1029,80.01,36,4.26
Comodoro Rivadavia,AR,2020-06-16 17:36:34,-45.87,-67.5,44,1004,59.0,45,6.7
Erenhot,CN,2020-06-16 17:36:35,43.65,111.98,17,999,79.3,100,3.08
Port Jervis,US,2020-06-16 17:36:35,41.38,-74.69,41,1029,75.2,1,5.1
Djibouti,DJ,2020-06-16 17:36:35,11.5,42.5,31,1003,93.04,20,3.76
Manicoré,BR,2020-06-16 17:36:35,-5.81,-61.3,55,1013,89.6,20,3.6
Jacareacanga,BR,2020-06-16 17:36:35,-6.22,-57.75,49,1012,93.2,20,3.1
Fairlie,GB,2020-06-16 17:36:36,55.76,-4.86,64,1013,69.8,100,3.1
Baracoa,CU,2020-06-16 17:36:36,20.35,-74.5,67,1015,86.79,99,2.63
Saint-Leu,RE,2020-06-16 17:36:36,-21.15,55.28,72,1021,68.0,90,4.1
Taoudenni,ML,2020-06-16 17:36:36,22.68,-3.98,6,1007,110.91,0,6.54
La Asuncion,VE,2020-06-16 17:36:37,11.03,-63.86,94,1015,75.2,85,7.2
Erzin,TR,2020-06-16 17:36:37,36.96,36.2,82,1009,75.0,0,2.24
Laguna,US,2020-06-16 17:36:37,38.42,-121.42,43,1015,73.99,1,2.6
Oriximiná,BR,2020-06-16 17:36:37,-1.77,-55.87,78,1010,83.46,36,2.19
Dali,CN,2020-06-16 17:36:37,25.7,100.18,84,1004,64.67,65,2.64
Bukachacha,RU,2020-06-16 17:36:38,52.98,116.92,88,1003,53.37,9,1.56
Fort Nelson,CA,2020-06-16 17:36:38,58.81,-122.7,93,1012,50.0,90,3.1
Detchino,RU,2020-06-16 17:36:38,54.81,36.31,57,1017,75.2,0,3.0
Yenangyaung,MM,2020-06-16 17:36:38,20.47,94.88,72,1004,82.42,100,8.04
Quang Ngai,VN,2020-06-16 17:36:38,15.12,108.8,82,1008,77.86,100,3.49
Wewak,PG,2020-06-16 17:36:39,-3.55,143.63,82,1009,78.87,93,1.26
Pitimbu,BR,2020-06-16 17:36:39,-7.47,-34.81,78,1014,80.6,40,6.7
Shenzhen,CN,2020-06-16 17:34:40,22.55,114.07,97,995,82.0,0,3.08
Matamoros,MX,2020-06-16 17:35:28,25.53,-103.25,28,1021,86.0,5,2.1
Cruz Grande,MX,2020-06-16 17:36:39,16.73,-99.13,70,1013,87.8,20,3.6
Pahrump,US,2020-06-16 17:31:42,36.21,-115.98,26,1009,84.0,0,6.26
Andenes,NO,2020-06-16 17:36:40,69.31,16.12,70,1023,48.2,22,5.7
Ekhabi,RU,2020-06-16 17:36:40,53.51,142.97,95,1010,36.3,93,2.29
Walvis Bay,NA,2020-06-16 17:36:40,-22.96,14.51,14,1017,89.6,0,3.6
Orlea,RO,2020-06-16 17:36:40,43.75,24.38,68,1008,69.8,75,2.1
Codrington,AU,2020-06-16 17:36:40,-38.27,141.97,67,1031,50.13,78,2.8
Itarema,BR,2020-06-16 17:36:41,-2.92,-39.92,68,1012,85.08,13,5.65
Puro,PH,2020-06-16 17:36:41,12.48,123.38,81,1009,80.49,10,3.7
Saint-François,FR,2020-06-16 17:36:41,46.42,3.91,49,1014,73.0,77,3.6
Nishihara,JP,2020-06-16 17:36:41,26.18,127.76,94,1008,82.4,40,5.1
Marang,MY,2020-06-16 17:36:41,5.21,103.21,94,1009,77.0,20,2.1
Gornopravdinsk,RU,2020-06-16 17:36:41,60.05,69.9,58,1007,66.52,85,3.92
Henties Bay,NA,2020-06-16 17:36:42,-22.12,14.28,36,1016,72.63,0,5.66
Megion,RU,2020-06-16 17:36:42,61.03,76.11,67,1006,62.6,67,2.0
Ahipara,NZ,2020-06-16 17:36:42,-35.17,173.17,89,1027,55.87,29,3.76
Jodhpur,IN,2020-06-16 17:35:34,26.29,73.03,29,996,98.58,15,8.71
Inhambane,MZ,2020-06-16 17:36:42,-23.86,35.38,68,1028,68.0,20,2.6
Minsk,BY,2020-06-16 17:33:50,53.9,27.57,88,1013,69.8,93,3.0
Beringovskiy,RU,2020-06-16 17:36:42,63.05,179.32,77,1012,44.74,42,0.47
Nambucca Heads,AU,2020-06-16 17:36:43,-30.65,153.0,93,1026,51.8,6,3.1
Ubari,LY,2020-06-16 17:36:43,26.59,12.78,13,1014,84.2,0,3.25
Gbarnga,LR,2020-06-16 17:36:43,7.0,-9.47,83,1012,80.1,66,2.6
Ngawen,ID,2020-06-16 17:36:43,-7.0,111.31,89,1011,74.8,0,1.84
Rio Claro,BR,2020-06-16 17:35:45,-22.41,-47.56,53,1024,75.2,40,1.0
Bendigo,AU,2020-06-16 17:36:44,-36.77,144.28,63,1027,46.99,8,1.87
Camacha,PT,2020-06-16 17:36:44,33.08,-16.33,83,1023,73.4,20,4.6
Vernon,CA,2020-06-16 17:36:44,50.26,-119.27,62,1015,61.0,20,1.5
Turan,VN,2020-06-16 17:36:44,16.07,108.22,83,1008,82.4,75,1.5
Fojnica,BA,2020-06-16 17:31:45,43.96,17.9,93,1012,62.6,75,0.5
Kohlu,PK,2020-06-16 17:36:45,29.9,69.25,11,996,89.85,0,2.93
Cervo,ES,2020-06-16 17:36:45,43.67,-7.41,1,1003,59.0,6,4.47
Andrews,US,2020-06-16 17:35:27,32.32,-102.55,45,1021,82.4,1,5.7
Pinyug,RU,2020-06-16 17:36:45,60.25,47.78,92,1013,62.04,37,3.24
Tezu,IN,2020-06-16 17:36:45,27.92,96.17,85,1006,76.84,100,0.82
Vagay,RU,2020-06-16 17:36:45,57.94,69.02,78,1011,58.87,27,2.37
Nicoya,CR,2020-06-16 17:34:54,10.15,-85.45,70,1012,86.0,40,1.5
Dois Riachos,BR,2020-06-16 17:36:46,-9.39,-37.1,65,1016,79.18,45,6.89
Padang,ID,2020-06-16 17:36:46,-0.95,100.35,79,1011,79.27,90,2.16
Goderich,CA,2020-06-16 17:32:01,43.75,-81.72,66,1027,73.99,0,2.97
Niquero,CU,2020-06-16 17:36:46,20.04,-77.58,64,1015,86.68,98,1.73
Klaipėda,LT,2020-06-16 17:36:46,55.72,21.12,68,1013,66.2,0,1.0
Anadyr,RU,2020-06-16 17:36:47,64.75,177.48,71,1011,50.0,17,2.0
Borovoy,RU,2020-06-16 17:36:47,55.43,86.08,71,1014,51.8,0,4.0
Søgne,NO,2020-06-16 17:36:47,58.08,7.82,39,1014,78.8,0,2.6
Dillon,US,2020-06-16 17:36:47,34.42,-79.37,100,1020,66.0,90,3.1
Cockburn Town,TC,2020-06-16 17:32:31,21.46,-71.14,79,1016,82.53,99,7.84
Werda,BW,2020-06-16 17:36:48,-25.27,23.28,41,1027,53.69,0,4.73
Vysokogornyy,RU,2020-06-16 17:36:48,50.12,139.15,93,1007,41.11,99,1.52
Chokwé,MZ,2020-06-16 17:36:48,-24.53,32.98,91,1030,59.72,27,3.5
Troitsko-Pechorsk,RU,2020-06-16 17:36:49,62.71,56.2,91,1009,48.31,100,4.9
Margate,GB,2020-06-16 17:36:49,51.38,1.39,64,1013,69.8,20,4.1
Río Gallegos,AR,2020-06-16 17:36:49,-51.62,-69.22,86,1004,33.8,75,5.1
Waitati,NZ,2020-06-16 17:36:49,-45.75,170.57,54,1018,59.0,82,4.92
Villaviciosa,ES,2020-06-16 17:36:49,43.48,-5.44,73,1020,64.0,47,3.58
Royan,FR,2020-06-16 17:36:50,45.63,-1.03,63,1016,66.2,39,6.7
Tadpatri,IN,2020-06-16 17:36:50,14.92,78.02,56,1005,86.23,97,7.08
Santa Cruz de la Sierra,BO,2020-06-16 17:36:50,-17.8,-63.17,58,1014,84.2,75,7.7
Muroto-misakicho,JP,2020-06-16 17:36:50,33.28,134.15,70,1005,72.86,82,4.68
Santa Maria,BR,2020-06-16 17:36:51,-29.68,-53.81,73,1021,73.4,73,3.1
Teloloapan,MX,2020-06-16 17:36:51,18.35,-99.85,31,1010,90.0,6,0.45
Katsina,NG,2020-06-16 17:36:51,12.99,7.6,15,1004,101.79,10,4.88
Qandala,SO,2020-06-16 17:36:51,11.47,49.87,53,1004,91.89,99,1.61
Cap Malheureux,MU,2020-06-16 17:36:52,-19.98,57.61,84,1021,68.0,8,1.34
Coahuayana Viejo,MX,2020-06-16 17:26:58,18.73,-103.68,69,1017,82.4,75,3.1
Mindelo,CV,2020-06-16 17:32:59,16.89,-24.98,74,1014,82.4,24,3.6
Tombouctou,ML,2020-06-16 17:36:52,20.0,-3.0,6,1006,110.01,0,5.54
Tigil',RU,2020-06-16 17:36:52,57.8,158.67,60,1014,50.58,10,1.02
Russell,US,2020-06-16 17:36:52,32.35,-85.2,53,1021,77.0,75,5.1
Mattru,SL,2020-06-16 17:36:53,7.62,-11.83,89,1012,80.02,90,1.7
Goianésia,BR,2020-06-16 17:36:53,-15.32,-49.12,45,1017,80.91,0,5.29
Kondopoga,RU,2020-06-16 17:36:53,62.21,34.26,56,1018,68.0,12,5.0
Buraidah,SA,2020-06-16 17:36:53,26.33,43.98,18,1005,100.4,33,2.6
Namatanai,PG,2020-06-16 17:36:53,-3.67,152.43,80,1008,79.68,100,2.5
Trairi,BR,2020-06-16 17:36:53,-3.28,-39.27,68,1012,84.65,8,5.37
Qui Nhon,VN,2020-06-16 17:36:54,13.77,109.23,83,1009,79.25,100,2.29
Biak,ID,2020-06-16 17:36:54,-0.91,122.88,82,1009,76.95,47,3.13
Muisne,EC,2020-06-16 17:36:54,0.6,-80.03,79,1013,84.2,20,3.1
Dallas,US,2020-06-16 17:28:19,32.77,-96.78,38,1020,91.0,75,4.6
Springfield,US,2020-06-16 17:35:35,37.22,-93.3,57,1023,80.01,1,4.6
Norman Wells,CA,2020-06-16 17:36:55,65.28,-126.83,63,1011,60.8,75,9.8
Berdigestyakh,RU,2020-06-16 17:36:55,62.1,126.7,88,1008,52.18,1,2.53
Calama,CL,2020-06-16 17:36:55,-22.47,-68.93,14,1026,69.8,0,8.2
Rassvet,RU,2020-06-16 17:36:55,46.83,40.75,65,1010,72.45,46,3.13
Hampden,US,2020-06-16 17:36:55,42.17,-72.58,29,1028,80.01,40,2.85
Puerto Nariño,CO,2020-06-16 17:36:55,-3.77,-70.38,83,1015,82.4,75,1.0
Harper,LR,2020-06-16 17:36:56,4.38,-7.72,83,1012,79.27,72,4.46
Tessalit,ML,2020-06-16 17:36:56,20.2,1.01,6,1006,106.68,0,2.77
Mudgee,AU,2020-06-16 17:36:56,-32.59,149.59,100,1028,35.6,12,1.4
Verkhnyaya Inta,RU,2020-06-16 17:36:56,65.98,60.31,68,1009,44.01,98,4.88
Nchelenge,ZM,2020-06-16 17:36:56,-9.35,28.73,53,1017,67.93,0,2.07
Mananjary,MG,2020-06-16 17:36:56,-21.22,48.33,86,1024,68.95,84,3.97
Shakawe,BW,2020-06-16 17:36:57,-18.37,21.85,39,1020,62.01,0,2.35
Torrijos,ES,2020-06-16 17:36:57,39.98,-4.28,25,1009,80.01,63,10.28
Muhos,FI,2020-06-16 17:36:57,64.81,25.99,45,1019,66.2,7,5.1
Shetpe,KZ,2020-06-16 17:36:57,44.17,52.12,19,1012,79.23,97,7.57
Santa Ana,US,2020-06-16 17:36:57,33.75,-117.87,72,1015,66.99,90,3.38
Chengde,CN,2020-06-16 17:36:57,40.97,117.94,47,1004,66.02,73,0.36
San Jose,US,2020-06-16 17:34:01,37.34,-121.89,52,1017,70.0,20,3.1
Coos Bay,US,2020-06-16 17:36:58,43.37,-124.22,82,1020,59.0,90,4.6
Alta Floresta,BR,2020-06-16 17:36:58,-9.88,-56.09,36,1014,93.2,20,5.1
Batagay,RU,2020-06-16 17:36:58,67.63,134.63,53,1007,64.36,90,2.76
Qasigiannguit,GL,2020-06-16 17:36:58,68.82,-51.19,45,1006,44.6,40,3.1
Sakakah,SA,2020-06-16 17:35:29,29.97,40.21,12,1012,95.0,0,5.1
Buenos Aires,AR,2020-06-16 17:31:29,-34.61,-58.38,77,1014,71.01,71,3.1
San Patricio,MX,2020-06-16 17:36:59,19.22,-104.7,74,1014,86.0,20,5.1
Silifke,TR,2020-06-16 17:36:59,36.38,33.93,66,1010,76.78,8,2.57
Khudumelapye,BW,2020-06-16 17:36:59,-23.88,24.75,64,1026,55.15,62,5.65
Mugur-Aksy,RU,2020-06-16 17:36:59,50.35,90.5,76,1008,49.41,53,0.9
Lumphat,KH,2020-06-16 17:37:00,13.49,106.98,97,1010,74.48,100,1.35
Kieta,PG,2020-06-16 17:37:00,-6.22,155.63,78,1009,78.03,100,0.77
Yubileynyy,RU,2020-06-16 17:37:00,58.78,57.78,46,1009,61.0,20,0.45
Pemberton,CA,2020-06-16 17:37:00,50.32,-122.8,71,1017,51.8,75,1.0
Kismayo,SO,2020-06-16 17:37:00,-0.36,42.55,72,1014,78.91,95,8.81
Timbiquí,CO,2020-06-16 17:37:01,2.77,-77.67,85,1011,82.29,100,3.29
Exeter,GB,2020-06-16 17:37:01,50.72,-3.53,92,1013,66.0,61,1.92
Bandarbeyla,SO,2020-06-16 17:37:01,9.49,50.81,57,1006,85.19,77,12.36
Dinguiraye,GN,2020-06-16 17:37:01,11.3,-10.72,51,1010,90.54,90,2.01
Fermo,IT,2020-06-16 17:37:01,43.16,13.72,93,1013,70.0,47,1.55
Sawākin,SD,2020-06-16 17:37:01,19.11,37.33,38,1005,89.56,19,3.27
Mníšek pod Brdy,CZ,2020-06-16 17:37:02,49.87,14.26,46,1012,73.4,95,2.6
Yagodnoye,RU,2020-06-16 17:37:02,62.55,149.67,54,1009,59.05,73,1.62
Marzuq,YE,2020-06-16 17:37:02,14.4,46.47,26,1005,89.87,100,1.39
Auerbach,DE,2020-06-16 17:37:02,50.52,12.4,56,1010,72.0,93,4.92
Kathu,TH,2020-06-16 17:37:02,7.92,98.33,94,1011,78.8,20,1.0
Tarpon Springs,US,2020-06-16 17:37:02,28.15,-82.76,69,1016,87.01,0,0.89
Tura,IN,2020-06-16 17:37:03,25.52,90.22,95,1000,75.31,100,2.83
Álamos,MX,2020-06-16 17:37:03,27.02,-108.93,26,1011,96.01,0,3.13
North Bend,US,2020-06-16 17:37:03,43.41,-124.22,82,1020,59.0,90,4.6
Lüderitz,NA,2020-06-16 17:37:03,-26.65,15.16,15,1018,75.2,0,1.0
Sioux Lookout,CA,2020-06-16 17:37:03,50.1,-91.92,61,1016,78.8,75,2.6
